,0,1,2,3,4,5
2687,(2+0j),(6.977416294334323+0j),(2.7099954055087823+0j),(7.99335190678283+0j),(-6.4598953111095+0j),(-3.4136111146708012+0j)
2688,(2+0j),(9.04103880325822+0j),(-5.2343537452230615+0j),(20.317433602950473+0j),(-5.517245783721739+0j),(1.1980176191396286+0j)
2689,(3+0j),(-3.6050267849151916+0j),(-4.29519786383925+0j),(5.855182998916048+0j),(3.7112493998422917+0j),(1.7115548226773487+0j)
2690,(4+0j),(-5.923498121498975+0j),(0.21019657989930574+0j),(-3.57625719070455+0j),(-2.6281808267896003+0j),(-1.7079192512252745+0j)
2691,(6+0j),(5.8812998315812495+0j),(3.1921990112454517+0j),(-0.06431971420295314+0j),(-9.645822155050956+0j),(-3.304211850282518+0j)
2692,(1+0j),(-7.135212049086787+0j),(2.4593582581432427+0j),(4.069183104474081+0j),(-1.1296851516569864+0j),(6.3778218339097945+0j)
2693,(9+0j),(9.362752050579067+0j),(-0.6279231177377967+0j),(-11.145425079063422+0j),(-4.445330688764322+0j),(1.183142887647841+0j)
2694,(1+0j),(-7.123505569247536+0j),(-0.8936716203168421+0j),(2.262426402156349+0j),(-0.33940736967157925+0j),(2.191065975169316+0j)
2695,(2+0j),(8.183512985943425+0j),(-1.307909262707968+0j),(3.1150812163328334+0j),(-2.6260647926627287+0j),(3.3349837246612988+0j)
2696,0j,(8.807434022930918+0j),(-5.109453611983554+0j),(-1.1336017068831656+0j),(-10.795500954624206+0j),(5.6380251948113935+0j)
2697,(4+0j),(-4.588669430929396+0j),(-0.14518209718418412+0j),(-4.332444854040777+0j),(-3.335829876025412+0j),(-1.241727642777054+0j)
2698,(9+0j),(-5.993209175678429+0j),(-4.025551731779204+0j),(-3.855706891770367+0j),(-1.0321689965829608+0j),(-4.253215391072883+0j)
2699,(3+0j),(10.960780371668449+0j),(-4.253259918598817+0j),(5.526764827832438+0j),(5.027792570092568+0j),(-2.6486261662394366+0j)
2700,(7+0j),(-7.109238402859297+0j),(0.8596285447376623+0j),(-2.356816974984618+0j),(-0.8672999058252968+0j),(2.1931823731527915+0j)
2701,(3+0j),(-0.3179641655780284+0j),(10.606350979100817+0j),(4.3185338042825645+0j),(7.4925592587843415+0j),(-0.6819319095187822+0j)
2702,(6+0j),(-3.2232467842902066+0j),(2.5291349222565023+0j),(2.367121864178127+0j),(-9.013151953923844+0j),(-5.555254675711068+0j)
2703,(7+0j),(-1.3181205819298292+0j),(-6.72397872034152+0j),(1.8634034578807905+0j),(-1.8519893484933947+0j),(0.1255849617990665+0j)
2704,0j,(19.021283652172382+0j),(1.8097298442615768+0j),(-8.164901735571593+0j),(-5.193758457313701+0j),(4.440672081131497+0j)
2705,0j,(9.959713549897298+0j),(5.050567191487751+0j),(-2.944480076192679+0j),(0.04997665080900961+0j),(8.714074316725478+0j)
2706,0j,(6.7564352286222835+0j),(4.760678969517113+0j),(-4.362455191918085+0j),(0.41396452795960575+0j),(-5.500012325699634+0j)
2707,(7+0j),(-2.586448710998215+0j),(0.5802829153298393+0j),(-11.064003127164142+0j),(-0.2709309029802404+0j),(0.9324944556956204+0j)
2708,(7+0j),(-5.265842582434846+0j),(-5.911414111246638+0j),(-6.361890987150702+0j),(2.982202847140016+0j),(2.394332085175358+0j)
2709,(2+0j),(2.9621177721475536+0j),(1.4569843249230832+0j),(2.7764820412825624+0j),(2.6240221353536093+0j),(0.3853738090504712+0j)
2710,(3+0j),(1.9277979215407393+0j),(-2.9844386154819644+0j),(4.1167878512905824+0j),(-1.5974875379119957+0j),(3.4024001960071146+0j)
2711,(1+0j),(-7.918249047639563+0j),(2.559012217987778+0j),(3.3201194466094788+0j),(-1.7130273954739241+0j),(5.325215253990649+0j)
2712,(5+0j),(9.457761990884054+0j),(0.18039258039251455+0j),(3.9573718291757167+0j),(11.958730188877256+0j),(2.8441588432322327+0j)
2713,(2+0j),(4.41587511510476+0j),(1.7312292781613239+0j),(14.811255191864891+0j),(-5.506690750734287+0j),(0.19312779156189766+0j)
2714,0j,(15.71147433908117+0j),(12.486842222982268+0j),(-7.601410581073469+0j),(4.888307994418139+0j),(2.427875202828949+0j)
2715,(7+0j),(-0.953812796581369+0j),(-17.360919638877576+0j),(-4.752157721384274+0j),(3.3364208502232073+0j),(0.40186575846057004+0j)
2716,(1+0j),(-7.15908316386235+0j),(3.2551679259227395+0j),(4.439470481345817+0j),(-1.3972176679753285+0j),(5.820807022768434+0j)
2717,(4+0j),(6.291885028245223+0j),(-5.120998886761135+0j),(-10.578787451947846+0j),(-4.193028407390173+0j),(-0.2953162970143792+0j)
2718,(9+0j),(-4.930917114394876+0j),(2.54853473661688+0j),(-4.430324055032215+0j),(-1.856782417285642+0j),(-2.980874044058848+0j)
2719,(1+0j),(-3.6416715392431+0j),(7.945099868273107+0j),(2.085398855615096+0j),(2.767470707437192+0j),(3.883093642508102+0j)
2720,(9+0j),(1.5185440722347627+0j),(-12.06134802176459+0j),(-4.60382971986757+0j),(0.3300017195581103+0j),(-3.549685265776083+0j)
2721,(6+0j),(-1.9800644209901566+0j),(4.3979656326323955+0j),(-0.4430484331768885+0j),(-7.7367929153768635+0j),(-3.3441613845567275+0j)
2722,(1+0j),(-1.8677068721688688+0j),(-2.1717171517717784+0j),(4.104693228490398+0j),(4.384964640430271+0j),(0.3179043446421591+0j)
2723,(9+0j),(-2.5358417117501486+0j),(0.9700816242922966+0j),(-7.348644900961911+0j),(3.8990719236084974+0j),(-1.5193794357588268+0j)
2724,(2+0j),(5.430617466391428+0j),(-6.421066856552565+0j),(4.611307338164321+0j),(2.955560580851545+0j),(0.8149784975877361+0j)
2725,(9+0j),(-0.270744066660778+0j),(-5.202575376062041+0j),(-4.302173476364644+0j),(3.5409323635915566+0j),(-8.508634873589145+0j)
2726,(9+0j),(-7.359601217936728+0j),(-2.05997538335485+0j),(-3.6442314685148496+0j),(-0.4316063001136624+0j),(0.3079679685867538+0j)
2727,(8+0j),(15.723825910382926+0j),(-4.12158796771862+0j),(-0.13904401407783654+0j),(7.687156762288549+0j),(2.1443281678887316+0j)
2728,(2+0j),(0.7653433776638896+0j),(5.601479703723042+0j),(-0.3279089240764944+0j),(-3.2827747760607897+0j),(1.4884962986652508+0j)
2729,(1+0j),(-7.0707526516168535+0j),(3.305738002049167+0j),(3.6210470570817996+0j),(-0.2753757833396694+0j),(6.273427449586542+0j)
2730,(9+0j),(12.093677130227762+0j),(-11.0230602910716+0j),(0.33140869493142266+0j),(6.753088252908842+0j),(2.219654285780142+0j)
2731,(3+0j),(-0.15803191717612283+0j),(-0.8375329213595868+0j),(4.883501592208025+0j),(9.47124003080778+0j),(-3.0802423905792677+0j)
2732,0j,(12.605526600406831+0j),(12.684366020558416+0j),(-10.760893439418236+0j),(4.56328885329212+0j),(-1.0827429398174162+0j)
2733,0j,(29.194923560410285+0j),(6.206201476940824+0j),(-7.655615515369753+0j),(0.9525777849569946+0j),(4.03829290385361+0j)
2734,(6+0j),(5.539014636514707+0j),(2.4911522928616745+0j),(-1.5511743424751612+0j),(-8.638484114700203+0j),(6.097800454630017+0j)
2735,(8+0j),(0.24070472585870548+0j),(-2.4705933071916992+0j),(4.677805435079116+0j),(5.6713870560636375+0j),(-4.377880144822774+0j)
2736,0j,(12.364672593928997+0j),(5.369149584159175+0j),(-3.434625751872492+0j),(4.164190117442315+0j),(-5.418832765726708+0j)
2737,(9+0j),(-7.236580283151187+0j),(-2.957267195849511+0j),(-5.198979614506741+0j),(1.9332654921898773+0j),(0.9535357632566867+0j)
2738,(8+0j),(-2.507463844307097+0j),(7.1965217989082335+0j),(-1.6044604867573635+0j),(4.039912838391986+0j),(-0.4770795802818757+0j)
2739,(4+0j),(4.344538072233295+0j),(-10.700947177712715+0j),(-5.2534692572072235+0j),(-3.456523623840291+0j),(3.6336725137844548+0j)
2740,(9+0j),(-4.588564191073232+0j),(-7.086721700255753+0j),(-4.0031589001825845+0j),(1.4059738942309996+0j),(-4.470671257638716+0j)
2741,(3+0j),(2.1357944118463896+0j),(-3.2885879969153438+0j),(7.562391455078003+0j),(6.764541488477319+0j),(-7.503233119559921+0j)
2742,(6+0j),(-3.8174165672477063+0j),(1.5349815533638294+0j),(1.9344886336660714+0j),(-6.968883383276403+0j),(-1.9098113185945753+0j)
2743,(5+0j),(-3.8456729228208437+0j),(2.590007910525167+0j),(-0.8015699882512335+0j),(-2.7942815914744603+0j),(4.765789155420294+0j)
2744,(2+0j),(-3.0077262260296465+0j),(-4.789465278406006+0j),(5.170612731636805+0j),(-3.4199292117690323+0j),(-1.2012567160257432+0j)
2745,(1+0j),(-7.807012458694126+0j),(0.6435609945717556+0j),(1.409872636182337+0j),(-0.9482654869776505+0j),(3.1711826790344158+0j)
2746,(4+0j),(-4.059740363528289+0j),(2.7920219578623593+0j),(-0.46564298908969526+0j),(-5.2643265852910295+0j),(1.1312527452844299+0j)
2747,(9+0j),(-0.9204510582090469+0j),(-8.860215044421569+0j),(-4.063491081094387+0j),(-2.5689954308788545+0j),(-4.034975437126696+0j)
2748,(1+0j),(-6.940724402670682+0j),(3.1234721959663245+0j),(4.004966037210777+0j),(-1.1838755949595274+0j),(6.524514590363522+0j)
2749,(4+0j),(-1.1448123481918513+0j),(-1.1381106093977662+0j),(-4.187589015346689+0j),(-4.900029886511611+0j),(3.5656177014017283+0j)
2750,(3+0j),(3.0813376487656794+0j),(6.591981844667522+0j),(-0.8825975522534751+0j),(2.866176035289446+0j),(-0.9767295777166721+0j)
2751,(6+0j),(-5.119507509805256+0j),(2.454963734412751+0j),(2.4169279433058772+0j),(-1.9216212766231973+0j),(2.0231103922450107+0j)
2752,(1+0j),(-6.905387628329465+0j),(6.550986791355295+0j),(4.767747446486496+0j),(-0.9650062612234416+0j),(3.981948940261808+0j)
2753,(5+0j),(6.818865124676515+0j),(-17.40407986408981+0j),(-4.940764978362201+0j),(-2.556282846519623+0j),(5.423082022153269+0j)
2754,0j,(9.785991134013823+0j),(-0.3189102105620971+0j),(2.8516586102137516+0j),(-1.3862560338835275+0j),(-2.8582981762052064+0j)
2755,(5+0j),(-0.7320826598460951+0j),(7.181919222183487+0j),(-2.9104307607937034+0j),(5.492702026793114+0j),(2.23576943652514+0j)
2756,(5+0j),(-1.7330065668369328+0j),(5.4199780757934795+0j),(-2.735311284982356+0j),(1.1373702622268245+0j),(3.1232763753189614+0j)
2757,(1+0j),(-7.690727260576428+0j),(0.7284638217152604+0j),(0.6363958814176257+0j),(-1.1629623177752069+0j),(4.247464839406056+0j)
2758,(9+0j),(-5.386271481381746+0j),(-2.272497966679551+0j),(-2.1112121146517224+0j),(-1.2247094662820697+0j),(-1.6724396854197743+0j)
2759,(1+0j),(-8.109197332416956+0j),(2.676885092942079+0j),(3.6242620256769458+0j),(-1.6988782864910021+0j),(6.132522858703544+0j)
2760,(8+0j),(-4.21283161027926+0j),(1.6039168945139737+0j),(3.804862435973948+0j),(1.881524383099108+0j),(-2.646977724424146+0j)
2761,(2+0j),(0.5744944543696117+0j),(-1.828216153084686+0j),(6.997906477607008+0j),(-10.122508163824797+0j),(0.3689763842841613+0j)
2762,(3+0j),(-0.6702379431321773+0j),(0.1012132083379974+0j),(7.4289403254330155+0j),(5.105098461031844+0j),(-1.4693374292252583+0j)
2763,(3+0j),(-0.9608470342307874+0j),(2.916429752360872+0j),(3.8905670861775614+0j),(7.613068522384077+0j),(1.0910093650339954+0j)
2764,(1+0j),(-7.604584640077506+0j),(0.4271385601520716+0j),(1.9378628244239609+0j),(-2.281383594140949+0j),(5.550151581574569+0j)
2765,(2+0j),(-0.4712373085880278+0j),(-3.7436046816033386+0j),(15.808406577947885+0j),(-5.279541760839044+0j),(2.2443289170616696+0j)
2766,(4+0j),(-1.1309060853689528+0j),(-12.063336965596212+0j),(1.8112517234707548+0j),(-0.388111437885979+0j),(0.9558124657706738+0j)
2767,(8+0j),(-1.2558326345186193+0j),(-2.221381734302991+0j),(3.5484476162533785+0j),(5.343463101053895+0j),(-1.2274452945139065+0j)
2768,(9+0j),(3.136229725491344+0j),(-3.145914239638316+0j),(-8.279564508358886+0j),(-2.5561727729703736+0j),(-0.40430110940433417+0j)
2769,(1+0j),(-7.393916553219161+0j),(4.710826180668252+0j),(5.039998472601791+0j),(-0.8117122362039783+0j),(5.7059060653904075+0j)
2770,(7+0j),(-5.383844663469088+0j),(-9.407419168350934+0j),(-3.7289021837010483+0j),(0.6545940562393607+0j),(-1.591185993333237+0j)
2771,(1+0j),(-6.495806420957108+0j),(1.9478618528875706+0j),(2.589511808586974+0j),(-1.6163422306970991+0j),(4.175176487539024+0j)
2772,(9+0j),(-5.673194940346765+0j),(-1.8323225824947362+0j),(-7.171580217382342+0j),(-0.6342657404845838+0j),(-1.8787880470514162+0j)
2773,(6+0j),(-4.980918867089636+0j),(4.881468758994603+0j),(1.4667747746792343+0j),(-5.740707539227486+0j),(-2.68294941940231+0j)
2774,(2+0j),(4.148060302789673+0j),(8.988795471030329+0j),(0.6731509808839072+0j),(-1.9500628296764186+0j),(-3.228066176971552+0j)
2775,(5+0j),(7.293788241016796+0j),(-12.468838338222673+0j),(9.537182490313345+0j),(7.4885606512559075+0j),(2.724418178042608+0j)
2776,(7+0j),(-7.2811392700349025+0j),(-2.1980692033095854+0j),(-4.317069167863758+0j),(-1.284208222467501+0j),(3.502563853555067+0j)
2777,(2+0j),(11.502448973001547+0j),(5.729869934544371+0j),(6.425965770563062+0j),(-0.634031385942981+0j),(-5.734325760239968+0j)
2778,(1+0j),(-3.7610560543836367+0j),(6.55651646259257+0j),(1.7065656969982221+0j),(-0.7523453038420009+0j),(1.6414524601489573+0j)
2779,(8+0j),(-2.4891799124288796+0j),(7.339439940634922+0j),(-3.7085060405551458+0j),(3.407484325114246+0j),(-0.10769818183524872+0j)
2780,(1+0j),(-7.817917056863326+0j),(2.6244481474452144+0j),(3.1020896607295625+0j),(-1.481830730770884+0j),(4.903059644504152+0j)
2781,(6+0j),(2.3264439996929354+0j),(0.7162602119054098+0j),(0.4978571120864822+0j),(-6.838013288616226+0j),(-6.249775749779749+0j)
2782,(5+0j),(4.134846479530201+0j),(6.984196384146117+0j),(-1.0633690968097642+0j),(6.68164602662428+0j),(-5.087737287016831+0j)
2783,0j,(14.529576911681843+0j),(-3.480149858577246+0j),(-2.3967926859250213+0j),(3.7539778404343758+0j),(-0.7280931862393725+0j)
2784,(3+0j),(0.3622484574697421+0j),(8.241815402573128+0j),(-1.6005337670416226+0j),(9.617056384271528+0j),(-0.712408411335469+0j)
2785,(9+0j),(2.5833773264721827+0j),(-14.3075101642402+0j),(0.9199470811856484+0j),(-3.264268156883393+0j),(1.0392468702462958+0j)
2786,(5+0j),(4.396795538972663+0j),(-10.443573255900054+0j),(-2.743793426600943+0j),(-0.6717471490554676+0j),(0.4506266191636247+0j)
2787,(5+0j),(-4.4196952039638395+0j),(4.634903846944107+0j),(-0.9513928572219615+0j),(-1.914434926090458+0j),(6.202937618511456+0j)
2788,(7+0j),(-5.712372343446276+0j),(-0.2673357273022119+0j),(-2.377384971774485+0j),(3.630238597345667+0j),(1.0739286719139078+0j)
2789,(1+0j),(-7.7549632372627615+0j),(3.1001941416307925+0j),(3.7156458700261723+0j),(-0.02604673043349158+0j),(6.839325492815119+0j)
2790,(1+0j),(-8.255878350379694+0j),(0.6157427267839962+0j),(2.0617619505961904+0j),(-0.7866305130293678+0j),(4.987035617799513+0j)
2791,(7+0j),(2.185409824297323+0j),(-12.015845713944953+0j),(-11.274784432338318+0j),(5.211058718303157+0j),(-3.8374537944159846+0j)
2792,0j,(2.51146141235278+0j),(8.328339170712114+0j),(-2.284452047233294+0j),(-0.6378495185905978+0j),(-1.0228061772013364+0j)
2793,(2+0j),(1.1126544522033877+0j),(-1.29607849663958+0j),(8.809145097621553+0j),(5.473760877145265+0j),(-0.5115389953162637+0j)
2794,(4+0j),(-0.439963879183282+0j),(-7.487933432319264+0j),(-1.2900593342411795+0j),(0.009288866680570619+0j),(-9.928455818406322+0j)
2795,(8+0j),(-4.705872398786858+0j),(-2.531290511272017+0j),(1.7278597160744387+0j),(1.190383444034403+0j),(-0.35867316051385223+0j)
2796,(2+0j),(5.265208929321006+0j),(3.514463610138786+0j),(7.352139039657876+0j),(-4.526963749087245+0j),(1.7707557120407544+0j)
2797,(2+0j),(4.6960127908892835+0j),(4.025449568381777+0j),(4.075571084419311+0j),(-0.658286980086764+0j),(-4.294445741197721+0j)
2798,(2+0j),(4.380834799571399+0j),(0.35734200212762296+0j),(3.8681772432731973+0j),(-6.328520051517801+0j),(-1.461073227778509+0j)
2799,(5+0j),(3.7379225483839837+0j),(3.858727319252595+0j),(5.5722913363292905+0j),(2.817699813278103+0j),(-4.452144430659979+0j)
2800,(7+0j),(-7.033742337335303+0j),(-2.9051959559635705+0j),(-0.9546261957517492+0j),(1.0025905073511971+0j),(3.4631700083601005+0j)
2801,(2+0j),(0.9070269959503898+0j),(7.606724327122056+0j),(4.042513565701093+0j),(2.0938335410344164+0j),(0.5315161197120333+0j)
2802,0j,(14.134952962873685+0j),(13.636869498558012+0j),(-8.213456378080528+0j),(3.8426707165486667+0j),(4.117833386056714+0j)
2803,(2+0j),(7.107485640371595+0j),(3.729766982415147+0j),(1.9029672025654278+0j),(-2.283606321665782+0j),(0.5140067330317517+0j)
2804,(4+0j),(-0.41671161959370173+0j),(-9.010839318872831+0j),(1.1443269994014513+0j),(-2.0399578036293717+0j),(1.0154403004539116+0j)
2805,(5+0j),(-0.7941264599024542+0j),(-4.723203647493041+0j),(0.3477228064560619+0j),(0.7698091556697827+0j),(-7.2924990194750405+0j)
2806,(4+0j),(-3.946263805620604+0j),(-3.493585746401836+0j),(-4.892171925757803+0j),(-0.9278666782254157+0j),(-5.421215366149999+0j)
2807,(5+0j),(3.1560891203260013+0j),(2.262414577756396+0j),(4.762448952851599+0j),(2.0280246624339657+0j),(-2.9342293401128736+0j)
2808,(9+0j),(1.4619198462133611+0j),(-1.2152640754314554+0j),(-10.393260253713521+0j),(-2.142166343288423+0j),(-0.3509251947861835+0j)
2809,(4+0j),(2.010140625592861+0j),(3.0930658949586176+0j),(-12.115519607255894+0j),(-5.5595027945420705+0j),(-1.3473687124108042+0j)
2810,(2+0j),(-3.050224998686248+0j),(2.984391394644307+0j),(4.16562301620523+0j),(-5.190072575564619+0j),(-1.538524361242763+0j)
2811,(6+0j),(12.799754656833494+0j),(-9.365594071666898+0j),(6.62085786844893+0j),(-13.405422433364736+0j),(8.269672984403508+0j)
2812,(6+0j),(-0.8453730879607012+0j),(1.3328123456302252+0j),(0.43019316930909857+0j),(-9.207966663336547+0j),(-7.731336265681491+0j)
2813,(3+0j),(0.3507163418070022+0j),(6.76725428027827+0j),(3.291928237295167+0j),(6.778578966813681+0j),(-0.28293069411280425+0j)
2814,(1+0j),(-4.429726709452626+0j),(5.782730324363308+0j),(2.836071144073069+0j),(0.4407717563908149+0j),(4.41573390050791+0j)
2815,(9+0j),(-2.480748006581206+0j),(-8.08578138548191+0j),(-6.710195468065967+0j),(0.8133175648283791+0j),(-3.1461411175527694+0j)
2816,(2+0j),(1.3126149308952586+0j),(0.686038116378847+0j),(4.712470046938924+0j),(-5.674341483495331+0j),(-2.360270808647991+0j)
2817,0j,(16.31476088408682+0j),(-5.54900842612502+0j),(1.3084678043865725+0j),(-0.8387383502453686+0j),(15.777043770075547+0j)
2818,(6+0j),(-0.8247327425104992+0j),(2.245224101079021+0j),(2.4622914246626655+0j),(-2.1111668706126028+0j),(-9.998492231735016+0j)
2819,(9+0j),(4.16886016138796+0j),(-15.91325409862671+0j),(-3.6876384440961285+0j),(-1.0583085730815995+0j),(-0.5766344694381142+0j)
2820,(8+0j),(0.3455074536548338+0j),(6.740783801641705+0j),(-1.2566593988188706+0j),(3.836819882935559+0j),(-2.4468828181082394+0j)
2821,(9+0j),(5.664390405605989+0j),(-15.336971426653493+0j),(-6.198885812179433+0j),(-1.196700381649899+0j),(-2.867730724602592+0j)
2822,0j,(11.072262498015535+0j),(4.658374245420858+0j),(-5.905120746599011+0j),(5.704902886915951+0j),(2.0348425835772797+0j)
2823,(1+0j),(-7.322166941541706+0j),(2.2544049031194513+0j),(3.86466292204807+0j),(-1.7981509816704417+0j),(6.535188633907018+0j)
2824,(1+0j),(-5.29502163758084+0j),(4.041871378753473+0j),(2.7636902270684764+0j),(0.33746388622733503+0j),(4.777561479500582+0j)
2825,(9+0j),(-4.567296151970059+0j),(-5.000545904121849+0j),(-6.469599681924443+0j),(-3.408004564581466+0j),(-3.664831441713819+0j)
2826,(9+0j),(-2.3172078743096+0j),(-7.931342910713934+0j),(-6.486734464683077+0j),(-0.4776040094505781+0j),(-6.131602938799829+0j)
2827,(4+0j),(4.232611860796843+0j),(-21.595457439266635+0j),(5.444408732477517+0j),(-1.0280900820925873+0j),(2.0923774671084643+0j)
2828,(5+0j),(-3.037494756968288+0j),(5.123802628759615+0j),(-2.2855234412472982+0j),(-2.7738659622448028+0j),(5.049088742723033+0j)
2829,(4+0j),(-4.145857578755128+0j),(4.583224407861065+0j),(-5.4874424198098435+0j),(-2.6140822714010694+0j),(-2.753737021068047+0j)
2830,(4+0j),(0.880984243951146+0j),(2.726167120957082+0j),(-8.604346275980863+0j),(-7.517195073887541+0j),(-2.5243128397652264+0j)
2831,(8+0j),(0.09068387227135347+0j),(4.077523915669585+0j),(2.209066850080332+0j),(4.448376315476629+0j),(-3.2295480025730274+0j)
2832,(4+0j),(-2.151943594770936+0j),(-1.7332731981010299+0j),(-4.412112524005098+0j),(-3.477724863677737+0j),(-1.2257777910022976+0j)
2833,(3+0j),(-1.9782838836018004+0j),(-3.8965409870474024+0j),(6.9329781420311525+0j),(9.669094036330716+0j),(-0.3843047904014715+0j)
2834,(1+0j),(-7.81475254384457+0j),(0.49078541901965805+0j),(2.240963306922153+0j),(-0.12763593860609002+0j),(3.0299292413484658+0j)
2835,0j,(9.827178072989932+0j),(-8.280876317036016+0j),(0.09594413382000587+0j),(1.351213990352099+0j),(13.395306732259707+0j)
2836,(6+0j),(-3.66445035961502+0j),(1.6063406565724756+0j),(2.6438011754213067+0j),(-5.089005273405965+0j),(-3.3011896778427343+0j)
2837,(4+0j),(-5.099562476912474+0j),(0.9279806176086717+0j),(1.1885631358158524+0j),(-4.438968341810973+0j),(0.43045143861309393+0j)
2838,(2+0j),(-1.7030609516511241+0j),(-1.9321311054225017+0j),(-0.2994073836538495+0j),(1.7049611267364697+0j),(-1.1755768852227402+0j)
2839,(9+0j),(-6.3660814779283745+0j),(-1.1437242194391488+0j),(-5.773222278289256+0j),(-0.403944547927818+0j),(-2.4473396478691125+0j)
2840,(7+0j),(-4.994122145305793+0j),(-3.6217142385930163+0j),(-6.1155778856646075+0j),(0.9931946424963382+0j),(3.6322937337990204+0j)
2841,(1+0j),(-7.4732262731285815+0j),(2.1010903990992604+0j),(3.0686305695351326+0j),(-2.6643373188513166+0j),(6.014245497233998+0j)
2842,(9+0j),(-5.1790001015905+0j),(-5.898162658571823+0j),(-4.7850842291565625+0j),(1.198511254034476+0j),(-5.0635016776452275+0j)
2843,(7+0j),(-5.893372604535799+0j),(-4.962879526249606+0j),(-7.342301875162826+0j),(0.7254119623060373+0j),(0.27647944943966973+0j)
2844,(8+0j),(-4.538934853783668+0j),(1.0725453213834895+0j),(0.5350124878003356+0j),(0.4082618755691155+0j),(1.604466128154635+0j)
2845,(8+0j),(-3.7202189679262796+0j),(-1.8187724361913549+0j),(4.704425129432811+0j),(3.6642047239015314+0j),(-0.6157565344728664+0j)
2846,(2+0j),(-4.376897931207678+0j),(-1.7065422388178901+0j),(5.091622938904544+0j),(-1.9467618513896032+0j),(1.1942569569990953+0j)
2847,(1+0j),(-7.95762512636651+0j),(1.3013584919002836+0j),(2.652273423952897+0j),(-1.7843949213143193+0j),(5.275232106082201+0j)
2848,(7+0j),(-5.836303493748967+0j),(-4.6237921928545065+0j),(-3.2240527656130777+0j),(-0.5625589583341218+0j),(1.4447833972958055+0j)
2849,(8+0j),(-5.32303073248716+0j),(4.655229291678674+0j),(0.8509423246341794+0j),(2.0711434115544267+0j),(0.4304065763924567+0j)
2850,(1+0j),(-6.4666991465667705+0j),(-0.7189198970713654+0j),(-0.02920487333886417+0j),(0.876770490023327+0j),(-1.1187102940676616+0j)
2851,(8+0j),(0.5879703568390813+0j),(9.660356328366122+0j),(-5.035056297326619+0j),(6.309207782450566+0j),(-1.418250160674435+0j)
2852,(3+0j),(-2.8364715522779425+0j),(-3.684322042684689+0j),(-1.8459588496278996+0j),(5.147128061103183+0j),(-2.3322476416263753+0j)
2853,(3+0j),(3.7659910439963253+0j),(10.463464207122515+0j),(-0.011222830340357887+0j),(14.375615051283516+0j),(0.03413310301805726+0j)
2854,(3+0j),(0.6985608891892042+0j),(-0.2748918509703318+0j),(3.9309058792517737+0j),(10.965165829644624+0j),(-2.359908251545143+0j)
2855,(3+0j),(-0.0059524926471853125+0j),(7.115055904140951+0j),(3.6990417456566616+0j),(7.32392319514886+0j),(-1.267095658366424+0j)
2856,(1+0j),(-7.640144418933131+0j),(2.4969950641511174+0j),(3.6661878178465184+0j),(-1.1725832681314314+0j),(6.3453814103938875+0j)
2857,(7+0j),(-3.7086009313865382+0j),(-7.573760272787996+0j),(-5.005959601439485+0j),(1.9302403896564502+0j),(-3.0306361704599096+0j)
2858,(5+0j),(-2.3963743667801793+0j),(9.811502349054509+0j),(-3.806850785974315+0j),(6.47633631128827+0j),(-0.7959486411455166+0j)
2859,(4+0j),(5.165147726103876+0j),(-1.9660801975337518+0j),(-8.40458447023803+0j),(-1.596953562956475+0j),(-2.5537599677145515+0j)
2860,(9+0j),(1.723559823169598+0j),(-8.460962940983423+0j),(-8.879361129871482+0j),(-3.6356390288344005+0j),(-0.5087316692222983+0j)
2861,(4+0j),(-2.096672297649562+0j),(-8.096371126195333+0j),(-2.630566546729388+0j),(-0.07472242105423792+0j),(-2.4097407949542253+0j)
2862,(9+0j),(-2.4622875435546394+0j),(0.13223480915018088+0j),(0.6241346087111469+0j),(1.0693263788372342+0j),(2.4082753035565183+0j)
2863,(6+0j),(-6.896802308653477+0j),(4.030438334488228+0j),(3.339018468540927+0j),(-3.75298642050387+0j),(4.725788698281989+0j)
2864,(2+0j),(5.9836958044199715+0j),(3.457758905035022+0j),(0.6359970231108903+0j),(-4.366197650763668+0j),(1.4066093538043938+0j)
2865,(8+0j),(-3.548170614339226+0j),(3.4586680216887014+0j),(1.5181977385871266+0j),(5.058465731056636+0j),(-2.4419128482707+0j)
2866,0j,(13.342646424806048+0j),(7.317855654412745+0j),(-4.055029714063173+0j),(2.98875493381505+0j),(5.119105748081037+0j)
2867,0j,(0.5542802121765195+0j),(7.533528169287426+0j),(-1.9345977128489942+0j),(2.805507727726662+0j),(-2.000168854754148+0j)
2868,0j,(6.0657906352014725+0j),(11.855655609159038+0j),(-5.819957055566402+0j),(1.859607291469334+0j),(1.1305313394587326+0j)
2869,(6+0j),(-2.376236156268452+0j),(-0.46833063385003765+0j),(0.8149758452231053+0j),(-6.664069154754593+0j),(-2.8075578063571656+0j)
2870,(3+0j),(-2.0853916936989534+0j),(2.7550435572285172+0j),(3.516594801812153+0j),(3.5348046092282903+0j),(-2.6038979616105653+0j)
2871,(2+0j),(1.1693339417792292+0j),(-1.3454666510001776+0j),(3.5879231896107284+0j),(-3.1719053831357966+0j),(-2.846322903286583+0j)
2872,(5+0j),(1.6124160031477837+0j),(4.57214722210666+0j),(-0.32924877371790817+0j),(-3.8156715112968973+0j),(0.200882447321829+0j)
2873,(4+0j),(5.188829964757516+0j),(-8.493732553969616+0j),(-3.738694452567809+0j),(-1.5878079952991684+0j),(4.390123965068971+0j)
